"CRIM";"ZN";"INDUS";"CHAS";"NOX";"RM";"AGE";"DIS";"RAD";"TAX";"PTRATIO";"B";"LSTAT";"MEDV"
3.6589999999999998e-02;2.5000000000000000e+01;4.8600000000000003e+00;0.0000000000000000e+00;4.2599999999999999e-01;6.3019999999999996e+00;3.2200000000000003e+01;5.4006999999999996e+00;4.0000000000000000e+00;2.8100000000000000e+02;1.9000000000000000e+01;3.9689999999999998e+02;6.7199999999999998e+00;2.4800000000000001e+01
3.5510000000000000e-02;2.5000000000000000e+01;4.8600000000000003e+00;0.0000000000000000e+00;4.2599999999999999e-01;6.1669999999999998e+00;4.6700000000000003e+01;5.4006999999999996e+00;4.0000000000000000e+00;2.8100000000000000e+02;1.9000000000000000e+01;3.9063999999999999e+02;7.5099999999999998e+00;2.2899999999999999e+01
5.0590000000000003e-02;0.0000000000000000e+00;4.4900000000000002e+00;0.0000000000000000e+00;4.4900000000000001e-01;6.3890000000000002e+00;4.8000000000000000e+01;4.7793999999999999e+00;3.0000000000000000e+00;2.4700000000000000e+02;1.8500000000000000e+01;3.9689999999999998e+02;9.6199999999999992e+00;2.3899999999999999e+01
5.7349999999999998e-02;0.0000000000000000e+00;4.4900000000000002e+00;0.0000000000000000e+00;4.4900000000000001e-01;6.6299999999999999e+00;5.6100000000000001e+01;4.4377000000000004e+00;3.0000000000000000e+00;2.4700000000000000e+02;1.8500000000000000e+01;3.9230000000000001e+02;6.5300000000000002e+00;2.6600000000000001e+01
5.1880000000000003e-02;0.0000000000000000e+00;4.4900000000000002e+00;0.0000000000000000e+00;4.4900000000000001e-01;6.0149999999999997e+00;4.5100000000000001e+01;4.4272000000000000e+00;3.0000000000000000e+00;2.4700000000000000e+02;1.8500000000000000e+01;3.9599000000000001e+02;1.2859999999999999e+01;2.2500000000000000e+01
7.1510000000000004e-02;0.0000000000000000e+00;4.4900000000000002e+00;0.0000000000000000e+00;4.4900000000000001e-01;6.1210000000000004e+00;5.6799999999999997e+01;3.7475999999999998e+00;3.0000000000000000e+00;2.4700000000000000e+02;1.8500000000000000e+01;3.9514999999999998e+02;8.4399999999999995e+00;2.2199999999999999e+01
5.6599999999999998e-02;0.0000000000000000e+00;3.4100000000000001e+00;0.0000000000000000e+00;4.8899999999999999e-01;7.0069999999999997e+00;8.6299999999999997e+01;3.4217000000000000e+00;2.0000000000000000e+00;2.7000000000000000e+02;1.7800000000000001e+01;3.9689999999999998e+02;5.5000000000000000e+00;2.3600000000000001e+01
5.3019999999999998e-02;0.0000000000000000e+00;3.4100000000000001e+00;0.0000000000000000e+00;4.8899999999999999e-01;7.0789999999999997e+00;6.3100000000000001e+01;3.4144999999999999e+00;2.0000000000000000e+00;2.7000000000000000e+02;1.7800000000000001e+01;3.9606000000000000e+02;5.7000000000000002e+00;2.8699999999999999e+01
4.6840000000000000e-02;0.0000000000000000e+00;3.4100000000000001e+00;0.0000000000000000e+00;4.8899999999999999e-01;6.4169999999999998e+00;6.6099999999999994e+01;3.0922999999999998e+00;2.0000000000000000e+00;2.7000000000000000e+02;1.7800000000000001e+01;3.9218000000000001e+02;8.8100000000000005e+00;2.2600000000000001e+01
3.9320000000000001e-02;0.0000000000000000e+00;3.4100000000000001e+00;0.0000000000000000e+00;4.8899999999999999e-01;6.4050000000000002e+00;7.3900000000000006e+01;3.0920999999999998e+00;2.0000000000000000e+00;2.7000000000000000e+02;1.7800000000000001e+01;3.9355000000000001e+02;8.1999999999999993e+00;2.2000000000000000e+01
4.2029999999999998e-02;2.8000000000000000e+01;1.5039999999999999e+01;0.0000000000000000e+00;4.6400000000000002e-01;6.4420000000000002e+00;5.3600000000000001e+01;3.6659000000000002e+00;4.0000000000000000e+00;2.7000000000000000e+02;1.8199999999999999e+01;3.9500999999999999e+02;8.1600000000000001e+00;2.2899999999999999e+01
2.8750000000000001e-02;2.8000000000000000e+01;1.5039999999999999e+01;0.0000000000000000e+00;4.6400000000000002e-01;6.2110000000000003e+00;2.8899999999999999e+01;3.6659000000000002e+00;4.0000000000000000e+00;2.7000000000000000e+02;1.8199999999999999e+01;3.9632999999999998e+02;6.2100000000000000e+00;2.5000000000000000e+01
4.2939999999999999e-02;2.8000000000000000e+01;1.5039999999999999e+01;0.0000000000000000e+00;4.6400000000000002e-01;6.2489999999999997e+00;7.7299999999999997e+01;3.6150000000000002e+00;4.0000000000000000e+00;2.7000000000000000e+02;1.8199999999999999e+01;3.9689999999999998e+02;1.0590000000000000e+01;2.0600000000000001e+01
1.2204000000000000e-01;0.0000000000000000e+00;2.8900000000000001e+00;0.0000000000000000e+00;4.4500000000000001e-01;6.6250000000000000e+00;5.7799999999999997e+01;3.4952000000000001e+00;2.0000000000000000e+00;2.7600000000000000e+02;1.8000000000000000e+01;3.5798000000000002e+02;6.6500000000000004e+00;2.8399999999999999e+01
1.1504000000000000e-01;0.0000000000000000e+00;2.8900000000000001e+00;0.0000000000000000e+00;4.4500000000000001e-01;6.1630000000000003e+00;6.9599999999999994e+01;3.4952000000000001e+00;2.0000000000000000e+00;2.7600000000000000e+02;1.8000000000000000e+01;3.9182999999999998e+02;1.1340000000000000e+01;2.1399999999999999e+01
1.2083000000000001e-01;0.0000000000000000e+00;2.8900000000000001e+00;0.0000000000000000e+00;4.4500000000000001e-01;8.0690000000000008e+00;7.6000000000000000e+01;3.4952000000000001e+00;2.0000000000000000e+00;2.7600000000000000e+02;1.8000000000000000e+01;3.9689999999999998e+02;4.2100000000000000e+00;3.8700000000000003e+01
8.1869999999999998e-02;0.0000000000000000e+00;2.8900000000000001e+00;0.0000000000000000e+00;4.4500000000000001e-01;7.8200000000000003e+00;3.6899999999999999e+01;3.4952000000000001e+00;2.0000000000000000e+00;2.7600000000000000e+02;1.8000000000000000e+01;3.9352999999999997e+02;3.5699999999999998e+00;4.3799999999999997e+01
6.8599999999999994e-02;0.0000000000000000e+00;2.8900000000000001e+00;0.0000000000000000e+00;4.4500000000000001e-01;7.4160000000000004e+00;6.2500000000000000e+01;3.4952000000000001e+00;2.0000000000000000e+00;2.7600000000000000e+02;1.8000000000000000e+01;3.9689999999999998e+02;6.1900000000000004e+00;3.3200000000000003e+01
1.4865999999999999e-01;0.0000000000000000e+00;8.5600000000000005e+00;0.0000000000000000e+00;5.2000000000000002e-01;6.7270000000000003e+00;7.9900000000000006e+01;2.7778000000000000e+00;5.0000000000000000e+00;3.8400000000000000e+02;2.0899999999999999e+01;3.9475999999999999e+02;9.4199999999999999e+00;2.7500000000000000e+01
1.1432000000000000e-01;0.0000000000000000e+00;8.5600000000000005e+00;0.0000000000000000e+00;5.2000000000000002e-01;6.7809999999999997e+00;7.1299999999999997e+01;2.8561000000000001e+00;5.0000000000000000e+00;3.8400000000000000e+02;2.0899999999999999e+01;3.9557999999999998e+02;7.6699999999999999e+00;2.6500000000000000e+01
2.2875999999999999e-01;0.0000000000000000e+00;8.5600000000000005e+00;0.0000000000000000e+00;5.2000000000000002e-01;6.4050000000000002e+00;8.5400000000000006e+01;2.7147000000000001e+00;5.0000000000000000e+00;3.8400000000000000e+02;2.0899999999999999e+01;7.0799999999999997e+01;1.0630000000000001e+01;1.8600000000000001e+01
2.1160999999999999e-01;0.0000000000000000e+00;8.5600000000000005e+00;0.0000000000000000e+00;5.2000000000000002e-01;6.1369999999999996e+00;8.7400000000000006e+01;2.7147000000000001e+00;5.0000000000000000e+00;3.8400000000000000e+02;2.0899999999999999e+01;3.9447000000000003e+02;1.3440000000000000e+01;1.9300000000000001e+01
1.3960000000000000e-01;0.0000000000000000e+00;8.5600000000000005e+00;0.0000000000000000e+00;5.2000000000000002e-01;6.1669999999999998e+00;9.0000000000000000e+01;2.4209999999999998e+00;5.0000000000000000e+00;3.8400000000000000e+02;2.0899999999999999e+01;3.9269000000000000e+02;1.2330000000000000e+01;2.0100000000000001e+01
1.3261999999999999e-01;0.0000000000000000e+00;8.5600000000000005e+00;0.0000000000000000e+00;5.2000000000000002e-01;5.8510000000000000e+00;9.6700000000000003e+01;2.1069000000000000e+00;5.0000000000000000e+00;3.8400000000000000e+02;2.0899999999999999e+01;3.9405000000000001e+02;1.6469999999999999e+01;1.9500000000000000e+01
1.7119999999999999e-01;0.0000000000000000e+00;8.5600000000000005e+00;0.0000000000000000e+00;5.2000000000000002e-01;5.8360000000000003e+00;9.1900000000000006e+01;2.2109999999999999e+00;5.0000000000000000e+00;3.8400000000000000e+02;2.0899999999999999e+01;3.9567000000000002e+02;1.8660000000000000e+01;1.9500000000000000e+01
1.3117000000000001e-01;0.0000000000000000e+00;8.5600000000000005e+00;0.0000000000000000e+00;5.2000000000000002e-01;6.1269999999999998e+00;8.5200000000000003e+01;2.1223999999999998e+00;5.0000000000000000e+00;3.8400000000000000e+02;2.0899999999999999e+01;3.8769000000000000e+02;1.4090000000000000e+01;2.0399999999999999e+01
1.2801999999999999e-01;0.0000000000000000e+00;8.5600000000000005e+00;0.0000000000000000e+00;5.2000000000000002e-01;6.4740000000000002e+00;9.7099999999999994e+01;2.4329000000000001e+00;5.0000000000000000e+00;3.8400000000000000e+02;2.0899999999999999e+01;3.9524000000000001e+02;1.2270000000000000e+01;1.9800000000000001e+01
2.6362999999999998e-01;0.0000000000000000e+00;8.5600000000000005e+00;0.0000000000000000e+00;5.2000000000000002e-01;6.2290000000000001e+00;9.1200000000000003e+01;2.5451000000000001e+00;5.0000000000000000e+00;3.8400000000000000e+02;2.0899999999999999e+01;3.9123000000000002e+02;1.5550000000000001e+01;1.9399999999999999e+01
1.0793000000000000e-01;0.0000000000000000e+00;8.5600000000000005e+00;0.0000000000000000e+00;5.2000000000000002e-01;6.1950000000000003e+00;5.4399999999999999e+01;2.7778000000000000e+00;5.0000000000000000e+00;3.8400000000000000e+02;2.0899999999999999e+01;3.9349000000000001e+02;1.3000000000000000e+01;2.1699999999999999e+01
1.0084000000000000e-01;0.0000000000000000e+00;1.0010000000000000e+01;0.0000000000000000e+00;5.4700000000000004e-01;6.7149999999999999e+00;8.1599999999999994e+01;2.6775000000000002e+00;6.0000000000000000e+00;4.3200000000000000e+02;1.7800000000000001e+01;3.9558999999999997e+02;1.0160000000000000e+01;2.2800000000000001e+01
1.2329000000000000e-01;0.0000000000000000e+00;1.0010000000000000e+01;0.0000000000000000e+00;5.4700000000000004e-01;5.9130000000000003e+00;9.2900000000000006e+01;2.3534000000000002e+00;6.0000000000000000e+00;4.3200000000000000e+02;1.7800000000000001e+01;3.9494999999999999e+02;1.6210000000000001e+01;1.8800000000000001e+01
2.2212000000000001e-01;0.0000000000000000e+00;1.0010000000000000e+01;0.0000000000000000e+00;5.4700000000000004e-01;6.0919999999999996e+00;9.5400000000000006e+01;2.5480000000000000e+00;6.0000000000000000e+00;4.3200000000000000e+02;1.7800000000000001e+01;3.9689999999999998e+02;1.7090000000000000e+01;1.8699999999999999e+01
1.4230999999999999e-01;0.0000000000000000e+00;1.0010000000000000e+01;0.0000000000000000e+00;5.4700000000000004e-01;6.2539999999999996e+00;8.4200000000000003e+01;2.2565000000000000e+00;6.0000000000000000e+00;4.3200000000000000e+02;1.7800000000000001e+01;3.8874000000000001e+02;1.0449999999999999e+01;1.8500000000000000e+01
1.7133999999999999e-01;0.0000000000000000e+00;1.0010000000000000e+01;0.0000000000000000e+00;5.4700000000000004e-01;5.9279999999999999e+00;8.8200000000000003e+01;2.4630999999999998e+00;6.0000000000000000e+00;4.3200000000000000e+02;1.7800000000000001e+01;3.4491000000000003e+02;1.5760000000000000e+01;1.8300000000000001e+01
1.3158000000000000e-01;0.0000000000000000e+00;1.0010000000000000e+01;0.0000000000000000e+00;5.4700000000000004e-01;6.1760000000000002e+00;7.2500000000000000e+01;2.7301000000000002e+00;6.0000000000000000e+00;4.3200000000000000e+02;1.7800000000000001e+01;3.9330000000000001e+02;1.2039999999999999e+01;2.1199999999999999e+01
1.5098000000000000e-01;0.0000000000000000e+00;1.0010000000000000e+01;0.0000000000000000e+00;5.4700000000000004e-01;6.0209999999999999e+00;8.2599999999999994e+01;2.7473999999999998e+00;6.0000000000000000e+00;4.3200000000000000e+02;1.7800000000000001e+01;3.9450999999999999e+02;1.0300000000000001e+01;1.9199999999999999e+01
1.3058000000000000e-01;0.0000000000000000e+00;1.0010000000000000e+01;0.0000000000000000e+00;5.4700000000000004e-01;5.8719999999999999e+00;7.3099999999999994e+01;2.4775000000000000e+00;6.0000000000000000e+00;4.3200000000000000e+02;1.7800000000000001e+01;3.3863000000000000e+02;1.5369999999999999e+01;2.0399999999999999e+01
1.4476000000000000e-01;0.0000000000000000e+00;1.0010000000000000e+01;0.0000000000000000e+00;5.4700000000000004e-01;5.7309999999999999e+00;6.5200000000000003e+01;2.7591999999999999e+00;6.0000000000000000e+00;4.3200000000000000e+02;1.7800000000000001e+01;3.9150000000000000e+02;1.3609999999999999e+01;1.9300000000000001e+01
6.8989999999999996e-02;0.0000000000000000e+00;2.5649999999999999e+01;0.0000000000000000e+00;5.8099999999999996e-01;5.8700000000000001e+00;6.9700000000000003e+01;2.2576999999999998e+00;2.0000000000000000e+00;1.8800000000000000e+02;1.9100000000000001e+01;3.8914999999999998e+02;1.4369999999999999e+01;2.2000000000000000e+01
7.1650000000000005e-02;0.0000000000000000e+00;2.5649999999999999e+01;0.0000000000000000e+00;5.8099999999999996e-01;6.0039999999999996e+00;8.4099999999999994e+01;2.1974000000000000e+00;2.0000000000000000e+00;1.8800000000000000e+02;1.9100000000000001e+01;3.7767000000000002e+02;1.4270000000000000e+01;2.0300000000000001e+01
9.2990000000000003e-02;0.0000000000000000e+00;2.5649999999999999e+01;0.0000000000000000e+00;5.8099999999999996e-01;5.9610000000000003e+00;9.2900000000000006e+01;2.0869000000000000e+00;2.0000000000000000e+00;1.8800000000000000e+02;1.9100000000000001e+01;3.7808999999999997e+02;1.7930000000000000e+01;2.0500000000000000e+01
1.5038000000000001e-01;0.0000000000000000e+00;2.5649999999999999e+01;0.0000000000000000e+00;5.8099999999999996e-01;5.8559999999999999e+00;9.7000000000000000e+01;1.9443999999999999e+00;2.0000000000000000e+00;1.8800000000000000e+02;1.9100000000000001e+01;3.7031000000000000e+02;2.5410000000000000e+01;1.7300000000000001e+01
9.8489999999999994e-02;0.0000000000000000e+00;2.5649999999999999e+01;0.0000000000000000e+00;5.8099999999999996e-01;5.8789999999999996e+00;9.5799999999999997e+01;2.0063000000000000e+00;2.0000000000000000e+00;1.8800000000000000e+02;1.9100000000000001e+01;3.7938000000000000e+02;1.7579999999999998e+01;1.8800000000000001e+01
1.6902000000000000e-01;0.0000000000000000e+00;2.5649999999999999e+01;0.0000000000000000e+00;5.8099999999999996e-01;5.9859999999999998e+00;8.8400000000000006e+01;1.9928999999999999e+00;2.0000000000000000e+00;1.8800000000000000e+02;1.9100000000000001e+01;3.8501999999999998e+02;1.4810000000000000e+01;2.1399999999999999e+01
3.8735000000000003e-01;0.0000000000000000e+00;2.5649999999999999e+01;0.0000000000000000e+00;5.8099999999999996e-01;5.6130000000000004e+00;9.5599999999999994e+01;1.7572000000000001e+00;2.0000000000000000e+00;1.8800000000000000e+02;1.9100000000000001e+01;3.5929000000000002e+02;2.7260000000000002e+01;1.5699999999999999e+01
2.5914999999999999e-01;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;5.6929999999999996e+00;9.6000000000000000e+01;1.7883000000000000e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;3.9211000000000001e+02;1.7190000000000001e+01;1.6199999999999999e+01
3.2543000000000000e-01;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;6.4310000000000000e+00;9.8799999999999997e+01;1.8125000000000000e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;3.9689999999999998e+02;1.5390000000000001e+01;1.8000000000000000e+01
8.8124999999999998e-01;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;5.6369999999999996e+00;9.4700000000000003e+01;1.9799000000000000e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;3.9689999999999998e+02;1.8340000000000000e+01;1.4300000000000001e+01
3.4005999999999997e-01;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;6.4580000000000002e+00;9.8900000000000006e+01;2.1185000000000000e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;3.9504000000000002e+02;1.2600000000000000e+01;1.9199999999999999e+01
1.1929399999999999e+00;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;6.3259999999999996e+00;9.7700000000000003e+01;2.2709999999999999e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;3.9689999999999998e+02;1.2260000000000000e+01;1.9600000000000001e+01
5.9004999999999996e-01;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;6.3719999999999999e+00;9.7900000000000006e+01;2.3273999999999999e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;3.8575999999999999e+02;1.1119999999999999e+01;2.3000000000000000e+01
3.2982000000000000e-01;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;5.8220000000000001e+00;9.5400000000000006e+01;2.4699000000000000e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;3.8869000000000000e+02;1.5029999999999999e+01;1.8399999999999999e+01
9.7616999999999998e-01;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;5.7569999999999997e+00;9.8400000000000006e+01;2.3460000000000001e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;2.6275999999999999e+02;1.7309999999999999e+01;1.5600000000000000e+01
5.5778000000000005e-01;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;6.3350000000000000e+00;9.8200000000000003e+01;2.1107000000000000e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;3.9467000000000002e+02;1.6960000000000001e+01;1.8100000000000001e+01
3.2263999999999998e-01;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;5.9420000000000002e+00;9.3500000000000000e+01;1.9669000000000001e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;3.7825000000000000e+02;1.6899999999999999e+01;1.7399999999999999e+01
3.5232999999999998e-01;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;6.4539999999999997e+00;9.8400000000000006e+01;1.8498000000000001e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;3.9407999999999998e+02;1.4590000000000000e+01;1.7100000000000001e+01
2.4979999999999999e-01;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;5.8570000000000002e+00;9.8200000000000003e+01;1.6686000000000001e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;3.9204000000000002e+02;2.1320000000000000e+01;1.3300000000000001e+01
5.4452000000000000e-01;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;6.1509999999999998e+00;9.7900000000000006e+01;1.6687000000000001e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;3.9689999999999998e+02;1.8460000000000001e+01;1.7800000000000001e+01
2.9089999999999999e-01;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;6.1740000000000004e+00;9.3599999999999994e+01;1.6119000000000001e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;3.8807999999999998e+02;2.4160000000000000e+01;1.4000000000000000e+01
1.6286400000000001e+00;0.0000000000000000e+00;2.1890000000000001e+01;0.0000000000000000e+00;6.2400000000000000e-01;5.0190000000000001e+00;1.0000000000000000e+02;1.4394000000000000e+00;4.0000000000000000e+00;4.3700000000000000e+02;2.1199999999999999e+01;3.9689999999999998e+02;3.4409999999999997e+01;1.4400000000000000e+01
3.3210500000000001e+00;0.0000000000000000e+00;1.9579999999999998e+01;1.0000000000000000e+00;8.7100000000000000e-01;5.4029999999999996e+00;1.0000000000000000e+02;1.3216000000000001e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.9689999999999998e+02;2.6820000000000000e+01;1.3400000000000000e+01
4.0974000000000004e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;8.7100000000000000e-01;5.4680000000000000e+00;1.0000000000000000e+02;1.4117999999999999e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.9689999999999998e+02;2.6420000000000002e+01;1.5600000000000000e+01
2.7797399999999999e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;8.7100000000000000e-01;4.9029999999999996e+00;9.7799999999999997e+01;1.3459000000000001e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.9689999999999998e+02;2.9289999999999999e+01;1.1800000000000001e+01
2.3793400000000000e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;8.7100000000000000e-01;6.1299999999999999e+00;1.0000000000000000e+02;1.4191000000000000e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;1.7291000000000000e+02;2.7800000000000001e+01;1.3800000000000001e+01
2.1550500000000001e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;8.7100000000000000e-01;5.6280000000000001e+00;1.0000000000000000e+02;1.5165999999999999e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;1.6927000000000001e+02;1.6649999999999999e+01;1.5600000000000000e+01
2.3686199999999999e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;8.7100000000000000e-01;4.9260000000000002e+00;9.5700000000000003e+01;1.4608000000000001e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.9170999999999998e+02;2.9530000000000001e+01;1.4600000000000000e+01
2.3309899999999999e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;8.7100000000000000e-01;5.1859999999999999e+00;9.3799999999999997e+01;1.5296000000000001e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.5699000000000001e+02;2.8320000000000000e+01;1.7800000000000001e+01
2.7339699999999998e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;8.7100000000000000e-01;5.5970000000000004e+00;9.4900000000000006e+01;1.5257000000000001e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.5185000000000002e+02;2.1449999999999999e+01;1.5400000000000000e+01
1.6566000000000001e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;8.7100000000000000e-01;6.1219999999999999e+00;9.7299999999999997e+01;1.6180000000000001e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.7280000000000001e+02;1.4100000000000000e+01;2.1500000000000000e+01
1.4963200000000001e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;8.7100000000000000e-01;5.4039999999999999e+00;1.0000000000000000e+02;1.5915999999999999e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.4160000000000002e+02;1.3279999999999999e+01;1.9600000000000001e+01
1.1265799999999999e+00;0.0000000000000000e+00;1.9579999999999998e+01;1.0000000000000000e+00;8.7100000000000000e-01;5.0119999999999996e+00;8.8000000000000000e+01;1.6102000000000001e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.4327999999999997e+02;1.2119999999999999e+01;1.5300000000000001e+01
2.1491799999999999e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;8.7100000000000000e-01;5.7089999999999996e+00;9.8500000000000000e+01;1.6232000000000000e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;2.6194999999999999e+02;1.5789999999999999e+01;1.9399999999999999e+01
1.4138500000000001e+00;0.0000000000000000e+00;1.9579999999999998e+01;1.0000000000000000e+00;8.7100000000000000e-01;6.1289999999999996e+00;9.6000000000000000e+01;1.7494000000000001e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.2101999999999998e+02;1.5119999999999999e+01;1.7000000000000000e+01
3.5350100000000002e+00;0.0000000000000000e+00;1.9579999999999998e+01;1.0000000000000000e+00;8.7100000000000000e-01;6.1520000000000001e+00;8.2599999999999994e+01;1.7455000000000001e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;8.8010000000000005e+01;1.5020000000000000e+01;1.5600000000000000e+01
2.4466800000000002e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;8.7100000000000000e-01;5.2720000000000002e+00;9.4000000000000000e+01;1.7363999999999999e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;8.8629999999999995e+01;1.6140000000000001e+01;1.3100000000000000e+01
1.2235799999999999e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;6.0499999999999998e-01;6.9429999999999996e+00;9.7400000000000006e+01;1.8773000000000000e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.6343000000000001e+02;4.5899999999999999e+00;4.1299999999999997e+01
1.3428400000000000e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;6.0499999999999998e-01;6.0659999999999998e+00;1.0000000000000000e+02;1.7573000000000001e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.5388999999999999e+02;6.4299999999999997e+00;2.4300000000000001e+01
1.4250200000000000e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;8.7100000000000000e-01;6.5099999999999998e+00;1.0000000000000000e+02;1.7659000000000000e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.6431000000000000e+02;7.3899999999999997e+00;2.3300000000000001e+01
1.2734600000000000e+00;0.0000000000000000e+00;1.9579999999999998e+01;1.0000000000000000e+00;6.0499999999999998e-01;6.2500000000000000e+00;9.2599999999999994e+01;1.7984000000000000e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.3892000000000002e+02;5.5000000000000000e+00;2.7000000000000000e+01
1.4633600000000000e+00;0.0000000000000000e+00;1.9579999999999998e+01;0.0000000000000000e+00;6.0499999999999998e-01;7.4889999999999999e+00;9.0799999999999997e+01;1.9709000000000001e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.7443000000000001e+02;1.7300000000000000e+00;5.0000000000000000e+01
1.8337699999999999e+00;0.0000000000000000e+00;1.9579999999999998e+01;1.0000000000000000e+00;6.0499999999999998e-01;7.8019999999999996e+00;9.8200000000000003e+01;2.0407000000000002e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.8961000000000001e+02;1.9199999999999999e+00;5.0000000000000000e+01
1.5190200000000000e+00;0.0000000000000000e+00;1.9579999999999998e+01;1.0000000000000000e+00;6.0499999999999998e-01;8.3750000000000000e+00;9.3900000000000006e+01;2.1619999999999999e+00;5.0000000000000000e+00;4.0300000000000000e+02;1.4699999999999999e+01;3.8844999999999999e+02;3.3199999999999998e+00;5.0000000000000000e+01
